row_id,model_revision,phases,column,current_value,tier,action,proposed_value,preserve_to_notes,why
363,MR-PSEG-0019-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
364,MR-PSEG-0020-V1,,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
365,MR-PSEG-0021-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
376,MR-MAGA-0006-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
379,MR-EXEL-0001-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
380,MR-PITR-0004-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
381,MR-EPBC-0002-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
382,MR-EPBC-0001-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
415,MR-ENMA-0056-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
416,MR-ENMA-0057-V1,3,Model Description,NETWORK,MECHANICAL,remove selection,,Model Description was 'NETWORK',"duplicates Model Type, which already reads NETWORK"
39,M-HYQU-0016,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
41,M-HYQU-0017,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
43,MR-HYQU-0018-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
44,MR-HYQU-0019-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
46,MR-HYQU-0020-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
48,MR-HYQU-0021-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
50,MR-HYQU-0022-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
53,MR-HYQU-0024-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
94,MR-HYQU-0025-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
97,MR-HYQU-0027-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
99,MR-HYQU-0028-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
106,MR-HYQU-0037-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
107,M-HYQU-0030,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
108,MR-HYQU-0058-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
110,MR-HYQU-0032-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
112,MR-HYQU-0033-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
126,MR-HYQU-0062-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
201,MR-FIEN-0003-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
202,M-FIEN-0002,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
295,MR-CAIN-0001-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
300,MR-GOSO-0001-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
310,MR-TECO-0002-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
323,MR-RIED-0001-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
326,MR-MULT-0002-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
327,MR-UNUT-0001-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
331,MR-HYQU-0003-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
377,MR-FIEN-0004-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
385,MR-LISA-0005-V1,3,Model Description,PADMOUNT,MECHANICAL,remove selection; set Model Type,3PH PAD (PADMOUNT),Model Description was 'PADMOUNT',a Model Type value sitting in Description. Phases=3 confirms '3PH PAD (PADMOUNT)'
184,MR-SCTE-0001-V1,0,Model Description,SPARE PARTS,MECHANICAL,set,SPAREPARTS,,case/spacing variant of 'SPAREPARTS'
370,MR-GTWO-0001-V1,0,Model Description,SPARE PARTS,MECHANICAL,set,SPAREPARTS,,case/spacing variant of 'SPAREPARTS'
406,MRSA-HYQU-0071-V1,3,Model Description,SUBSTATION + LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION + LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
332,MR-HITA-0001-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
333,MR-HITA-0002-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
334,MR-HITA-0003-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
335,MR-HYQU-0084-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
336,MR-HYQU-0085-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
342,MR-HYQU-0090-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
343,MR-HYQU-0091-V1,3,Model Description,SUBSTATION LTC,MECHANICAL,replace with two selections,SUBSTATION + LTC,Model Description was 'SUBSTATION LTC',one free-text string that should have been two selections -- which is what the multiselect is for; nothing is lost
23,MR-HYQU-0043-V1,1,Model Description,SUBWAY-1PH,MECHANICAL,set,SUBWAY,Model Description was 'SUBWAY-1PH',Phases=1 confirms 'SUBWAY'
27,MR-HYQU-0074-V1,1,Model Description,SUBWAY-1PH,MECHANICAL,set,SUBWAY,Model Description was 'SUBWAY-1PH',Phases=1 confirms 'SUBWAY'
28,MR-HYQU-0075-V1,1,Model Description,SUBWAY-1PH,MECHANICAL,set,SUBWAY,Model Description was 'SUBWAY-1PH',Phases=1 confirms 'SUBWAY'
128,MR-HYQU-0011-V1,1,Model Description,SUBWAY-1PH,MECHANICAL,set,SUBWAY,Model Description was 'SUBWAY-1PH',Phases=1 confirms 'SUBWAY'
17,MR-HYQU-0040-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
198,MR-OTHY-0010-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
226,MR-OTHY-0001-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
227,MR-OTHY-0011-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
228,MR-OTHY-0002-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
229,MR-OTHY-0003-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
231,MR-OTHY-0004-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
232,MR-OTHY-0005-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
234,MR-OTHY-0007-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
299,MR-PITR-0003-V1,1,Model Description,VAULT-1PH,MECHANICAL,set,1PH-VAULT,Model Description was 'VAULT-1PH',Phases=1 confirms '1PH-VAULT'
10,MR-LGEN-0002-V1,3,Model Description,ZIG ZAG,MECHANICAL,set,ZIG-ZAG,,case/spacing variant of 'ZIG-ZAG'
132,MR-HYQU-0063-V1,0,Model Type,0,MECHANICAL,clear,,Model Type was '0',not a real value ('None' is a REAL option and is left untouched)
297,MR-HYQU-0083-V1,0,Model Type,0,MECHANICAL,clear,,Model Type was '0',not a real value ('None' is a REAL option and is left untouched)
17,MR-HYQU-0040-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
198,MR-OTHY-0010-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
226,MR-OTHY-0001-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
227,MR-OTHY-0011-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
228,MR-OTHY-0002-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
229,MR-OTHY-0003-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
231,MR-OTHY-0004-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
232,MR-OTHY-0005-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
234,MR-OTHY-0007-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
235,MR-OTHY-0008-V1,,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
236,MR-OTHY-0009-V1,,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
298,MR-PITR-0002-V1,3,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
299,MR-PITR-0003-V1,1,Model Type,C2,MECHANICAL,move to Model Description,C2,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
199,MR-LITE-0001-V1,3,Model Type,FLAT FRONT,MECHANICAL,move to Model Description,FLAT FRONT,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
121,MR-HYQU-0078-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
123,MR-HYQU-0080-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
124,MR-HYQU-0081-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
195,MR-HYQU-0071-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
196,MR-HYQU-0072-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
383,MR-HYQU-0079-V1,3,Model Type,LTC,MECHANICAL,set,None,Model Type was 'LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
113,MR-HYQU-0060-V1,3,Model Type,MALT,MECHANICAL,move to Model Description,MALT,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
187,MR-HYQU-0082-V1,3,Model Type,MALT,MECHANICAL,move to Model Description,MALT,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
313,MR-LGEN-0008-V1,3,Model Type,MALT,MECHANICAL,move to Model Description,MALT,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
114,MR-HYQU-0076-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
115,MR-HYQU-0077-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
384,MR-HYQU-0094-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
388,MR-HYQU-0095-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
410,MRSA-HYQU-0076-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
411,MRSA-HYQU-0077-V1,3,Model Type,MALT + SA,MECHANICAL,move to Model Description,MALT + SA,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
36,MR-HYQU-0015-V1,1,Model Type,MINPAD,MECHANICAL,set,1PH PAD (MINIPAD),Model Type was 'MINPAD',Phases=1 confirms '1PH PAD (MINIPAD)'
387,M-HYQU-0093,1,Model Type,MINPAD,MECHANICAL,set,1PH PAD (MINIPAD),Model Type was 'MINPAD',Phases=1 confirms '1PH PAD (MINIPAD)'
39,M-HYQU-0016,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
41,M-HYQU-0017,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
43,MR-HYQU-0018-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
44,MR-HYQU-0019-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
46,MR-HYQU-0020-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
48,MR-HYQU-0021-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
50,MR-HYQU-0022-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
53,MR-HYQU-0024-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
94,MR-HYQU-0025-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
97,MR-HYQU-0027-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
99,MR-HYQU-0028-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
106,MR-HYQU-0037-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
107,M-HYQU-0030,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
108,MR-HYQU-0058-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
110,MR-HYQU-0032-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
112,MR-HYQU-0033-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
126,MR-HYQU-0062-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
201,MR-FIEN-0003-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
202,M-FIEN-0002,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
295,MR-CAIN-0001-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
300,MR-GOSO-0001-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
310,MR-TECO-0002-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
323,MR-RIED-0001-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
326,MR-MULT-0002-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
327,MR-UNUT-0001-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
331,MR-HYQU-0003-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
377,MR-FIEN-0004-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
385,MR-LISA-0005-V1,3,Model Type,PADMOUNT,MECHANICAL,set,3PH PAD (PADMOUNT),Model Type was 'PADMOUNT',Phases=3 confirms '3PH PAD (PADMOUNT)'
296,MR-CRSC-0001-V1,0,Model Type,PARTS,MECHANICAL,move to Model Description,PARTS,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
386,MR-WIHI-0001-V1,,Model Type,PARTS,MECHANICAL,move to Model Description,PARTS,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
189,MR-HYQU-0065-V1,3,Model Type,POWER LTC,MECHANICAL,set,None,Model Type was 'POWER LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
332,MR-HITA-0001-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
333,MR-HITA-0002-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
334,MR-HITA-0003-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
335,MR-HYQU-0084-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
336,MR-HYQU-0085-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
342,MR-HYQU-0090-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
343,MR-HYQU-0091-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
406,MRSA-HYQU-0071-V1,3,Model Type,POWER-LTC,MECHANICAL,set,None,Model Type was 'POWER-LTC',"LTC is a Description, not a Type; 'None' is the real 'not yet decided' value until engineering assigns one"
337,MR-ENBR-0001-V1,3,Model Type,POWER-S,MECHANICAL,move to Model Description,POWER-S,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
152,MR-PIRE-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
166,MR-CENO-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
167,MR-CENO-0002-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
183,MR-ALST-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
277,MR-LISA-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
288,MR-LISA-0002-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
289,MR-LISA-0003-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
290,MR-LISA-0004-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
301,MR-TECO-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
311,MR-TECO-0003-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
312,MR-POWE-0001-V1,3,Model Type,POWER-W,MECHANICAL,move to Model Description,POWER-W,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
37,MR-PITR-0001-V1,1,Model Type,PROTO MINIPAD,MECHANICAL,set,1PH PAD (MINIPAD),Model Type was 'PROTO MINIPAD',Phases=1 confirms '1PH PAD (MINIPAD)'
184,MR-SCTE-0001-V1,0,Model Type,SPARE PARTS,MECHANICAL,move to Model Description,SPAREPARTS,,"a Description value, not a Type; Description is MultiChoice so nothing is lost"
