"list","displayName","internalName","type","lookupList","lookupShowField","multiValue","choices","formula","hidden","readOnly","required","indexed","restField","csvColumn","idColumn","fillRate","isKey","syncedFromList","syncedFromField","syncedByFlow","viaLookup","readAs","notes"
"Models","Label applied by","_ComplianceTagUserId","lookup","","ComplianceTagUserId","False","","","False","True","False","False","_ComplianceTagUserIdId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagUserIdId; display value via FieldValuesAsText, or this mirror's _ComplianceTagUserId column."
"Models","Retention label Applied","_ComplianceTagWrittenTime","lookup","","ComplianceTagWrittenTime","False","","","False","True","False","False","_ComplianceTagWrittenTimeId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagWrittenTimeId; display value via FieldValuesAsText, or this mirror's _ComplianceTagWrittenTime column."
"Models","Item is a Record","_IsRecord","other","","","","","","False","True","False","False","_IsRecord","","","","False","","","","","",""
"Models","Version","_UIVersionString","text","","","","","","False","True","False","False","_UIVersionString","","","","False","","","","","",""
"Models","kVA and kV","kVA_x0020_and_x0020_kV","number","","","","","","False","False","False","False","kVA_x0020_and_x0020_kV","kVA_x0020_and_x0020_kV","","0.997","False","","","","","",""
"Models SA","App Created By","AppAuthor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppAuthorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppAuthorId; display value via FieldValuesAsText, or this mirror's AppAuthor column."
"Models SA","App Modified By","AppEditor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppEditorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppEditorId; display value via FieldValuesAsText, or this mirror's AppEditor column."
"Models SA","Attachments","Attachments","other","","","","","","False","False","False","False","Attachments","Attachments","","1","False","","","","","",""
"Models SA","Created_By","Author","personOrGroup","","","","","","False","True","False","False","AuthorId","AuthorId","AuthorId","1","False","","","","","",""
"Models SA","Cable","Cable","text","","","","","","False","False","False","False","Cable","Cable","","0.067","False","","","","","",""
"Models SA","Changes Due Date","Changes_x0020_Due_x0020_Date","dateTime (dateOnly)","","","","","","False","False","False","False","Changes_x0020_Due_x0020_Date","Changes_x0020_Due_x0020_Date","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Client","Client","lookup","Clients","Title","False","","","False","False","True","False","ClientId","ClientId","ClientId","1","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ClientId; display value via FieldValuesAsText, or this mirror's Client column."
"Models SA","Client_ID_TextField","Client_ID_TextFiel","text","","","","","","False","False","False","False","Client_ID_TextFiel","Client_ID_TextFiel","","1","False","","","","","",""
"Models SA","Compliance Asset Id","ComplianceAssetId","text","","","","","","False","True","False","False","ComplianceAssetId","","","","False","","","","","",""
"Models SA","Configuration","Configuration","text","","","","","","False","False","False","False","Configuration","Configuration","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Content Type","ContentType","other","","","","","","False","False","False","False","ContentType","","","","False","","","","","",""
"Models SA","Copper (LV)","Copper_x0028_LV_x0029_","text","","","","","","False","False","False","False","Copper_x0028_LV_x0029_","Copper_x0028_LV_x0029_","","0.533","False","","","","","",""
"Models SA","Core Type","Core_x0020_Type","choice","","","","None | Cogent | Amorphe | Annexe","","False","False","False","False","Core_x0020_Type","Core_x0020_Type","","0.867","False","","","","","",""
"Models SA","Created","Created","dateTime (dateTime)","","","","","","False","True","False","False","Created","Created","","1","False","","","","","",""
"Models SA","Current Changes Priority","Current_x0020_Changes_x0020_Prio","choice","","","","ASAP | Next Month | Next Order | Set Date","","False","False","False","False","Current_x0020_Changes_x0020_Prio","Current_x0020_Changes_x0020_Prio","","1","False","","","","","",""
"Models SA","Description","Description","choice","","","","ANNEX | FLAT FRONT | Goujon | MALT | MALT + SA | MALT + SA + LTC | MINPAD-1HP | NETWORK | PADMOUNT | PARTS | PLAQUE ANCRAGE | SA + LTC | SPAREPARTS | SUBSTATION | SUBSTATION + LTC | SUBST-STACK | SUBWAY | Choice 18 | VAULT1-HP","","False","False","False","False","Description","Description","","1","False","","","","","",""
"Models SA","Type","DocIcon","other","","","","","","False","True","False","False","DocIcon","","","","False","","","","","",""
"Models SA","Edit","Edit","other","","","","","","False","True","False","False","Edit","","","","False","","","","","",""
"Models SA","Modified_By","Editor","personOrGroup","","","","","","False","True","False","False","EditorId","EditorId","EditorId","1","False","","","","","",""
"Models SA","Estimated Effort","Estimated_x0020_Effort","number","","","","","","False","False","False","False","Estimated_x0020_Effort","Estimated_x0020_Effort","","1","False","","","","","",""
"Models SA","Folder Child Count","FolderChildCount","lookup","","FolderChildCount","False","","","False","True","False","False","FolderChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives FolderChildCountId; display value via FieldValuesAsText, or this mirror's FolderChildCount column."
"Models SA","Form","Form","text","","","","","","False","False","False","False","Form","Form","","0.533","False","","","","","",""
"Models SA","ID","ID","other","","","","","","False","True","False","False","ID","","","","False","","","","","",""
"Models SA","Info+","Info_x002b_","text","","","","","","False","False","False","False","Info_x002b_","Info_x002b_","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Is Cancelled","Is_x0020_Cancelled","boolean","","","","","","False","False","False","False","Is_x0020_Cancelled","Is_x0020_Cancelled","","1","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Models SA","Item Child Count","ItemChildCount","lookup","","ItemChildCount","False","","","False","True","False","False","ItemChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ItemChildCountId; display value via FieldValuesAsText, or this mirror's ItemChildCount column."
"Models SA","Title","LinkTitle","other","","","","","","False","True","False","False","LinkTitle","","","","False","","","","","",""
"Models SA","Title","LinkTitleNoMenu","other","","","","","","False","True","False","False","LinkTitleNoMenu","","","","False","","","","","",""
"Models SA","Model_ID","ModelID","text","","","","","","False","False","False","True","ModelID","ModelID","","1","True","","","","","","Identifies a row: 100% filled and unique (the list's own key is always Id)."
"Models SA","Model_Code","ModelName","text","","","","","","False","False","True","False","ModelName","ModelName","","1","True","","","","","","Identifies a row: 100% filled and unique (the list's own key is always Id)."
"Models SA","Model Type","Model_x0020_Type","choice","","","","None | ANNEX | C2 | FLATFACE | MALT | MINPAD | NETWORK | PADMOUNT | POLEMOUNT | POWER-LTC | POWER-S | POWER-W | SPECIAL | SUBMERSIBLE | UNITIZED | ZIG-ZAG | ZIG-ZAG + SA","","False","False","False","False","Model_x0020_Type","Model_x0020_Type","","1","False","","","","","",""
"Models SA","Modification_Status","ModificationStatus","choice","","","","Up to Date | Minor Changes | Moderate Changes | Major Changes","","False","False","False","False","ModificationStatus","ModificationStatus","","1","False","","","","","",""
"Models SA","Modified","Modified","dateTime (dateTime)","","","","","","False","True","False","False","Modified","Modified","","1","False","","","","","",""
"Models SA","Notes","Notes","text","","","","","","False","False","False","False","Notes","Notes","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Oil Amount","OilAmount","number","","","","","","False","False","False","False","OilAmount","OilAmount","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Oil Type","Oil_x0020_Type","choice","","","","None | A2 | B2 | BETA | FR3 | Inconnu | Luminol | Midel","","False","False","False","False","Oil_x0020_Type","Oil_x0020_Type","","0.067","False","","","","","",""
"Models SA","Overcoil","Overcoil","number","","","","","","False","False","False","False","Overcoil","Overcoil","","0.533","False","","","","","",""
"Models SA","Phases","Phases","number","","","","","","False","False","False","False","Phases","Phases","","1","False","","","","","",""
"Models SA","Protector & Switchgear Item #","ProtectorSwitchgearItem_x0023_","text","","","","","","False","False","False","False","ProtectorSwitchgearItem_x0023_","ProtectorSwitchgearItem_x0023_","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","SFRA","SFRA","text","","","","","","False","False","False","False","SFRA","SFRA","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Section Qty","SectionQty","text","","","","","","False","False","False","False","SectionQty","SectionQty","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Spec_ID","SpecID","text","","","","","","False","False","False","False","SpecID","SpecID","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Title","Title","text","","","","","","False","False","False","False","Title","Title","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Models SA","Wire (HV)","Wire_x0028_HV_x0029_","text","","","","","","False","False","False","False","Wire_x0028_HV_x0029_","Wire_x0028_HV_x0029_","","0.533","False","","","","","",""
"Models SA","Color Tag","_ColorTag","text","","","","","","False","True","False","False","_ColorTag","","","","False","","","","","",""
"Models SA","Label setting","_ComplianceFlags","lookup","","ComplianceFlags","False","","","False","True","False","False","_ComplianceFlagsId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceFlagsId; display value via FieldValuesAsText, or this mirror's _ComplianceFlags column."
"Models SA","Retention label","_ComplianceTag","lookup","","ComplianceTag","False","","","False","True","False","False","_ComplianceTagId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagId; display value via FieldValuesAsText, or this mirror's _ComplianceTag column."
"Models SA","Label applied by","_ComplianceTagUserId","lookup","","ComplianceTagUserId","False","","","False","True","False","False","_ComplianceTagUserIdId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagUserIdId; display value via FieldValuesAsText, or this mirror's _ComplianceTagUserId column."
"Models SA","Retention label Applied","_ComplianceTagWrittenTime","lookup","","ComplianceTagWrittenTime","False","","","False","True","False","False","_ComplianceTagWrittenTimeId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagWrittenTimeId; display value via FieldValuesAsText, or this mirror's _ComplianceTagWrittenTime column."
"Models SA","Item is a Record","_IsRecord","other","","","","","","False","True","False","False","_IsRecord","","","","False","","","","","",""
"Models SA","Version","_UIVersionString","text","","","","","","False","True","False","False","_UIVersionString","","","","False","","","","","",""
"Models SA","kVA and kV","kVA_x0020_and_x0020_kV","number","","","","","","False","False","False","False","kVA_x0020_and_x0020_kV","kVA_x0020_and_x0020_kV","","1","False","","","","","",""
"Order","App Created By","AppAuthor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppAuthorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppAuthorId; display value via FieldValuesAsText, or this mirror's AppAuthor column."
"Order","App Modified By","AppEditor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppEditorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppEditorId; display value via FieldValuesAsText, or this mirror's AppEditor column."
"Order","Assigne Sales Order Number and Type","Assigne_x0020_Sales_x0020_Order_","boolean","","","","","","False","False","False","False","Assigne_x0020_Sales_x0020_Order_","Assigne_x0020_Sales_x0020_Order_","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Attachments","Attachments","other","","","","","","False","False","False","False","Attachments","Attachments","","1","False","","","","","",""
"Order","Created By","Author","personOrGroup","","","","","","False","True","False","False","AuthorId","AuthorId","AuthorId","1","False","","","","","",""
"Order","Client","Client","lookup","Clients","Title","False","","","False","False","False","False","ClientId","ClientId","ClientId","0.998","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ClientId; display value via FieldValuesAsText, or this mirror's Client column."
"Order","Client Date Status","ClientDateStatus","choice","","","","Confirmed | Not Confirmed | Pending","","False","False","False","False","ClientDateStatus","ClientDateStatus","","0.091","False","","","","","",""
"Order","Client_ID_TextField","Client_ID_TextField","text","","","","","","False","False","False","False","Client_ID_TextField","Client_ID_TextField","","0.896","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order","Complete Job Scope Entry","Complete_x0020_Job_x0020_Scope_x","boolean","","","","","","False","False","False","False","Complete_x0020_Job_x0020_Scope_x","Complete_x0020_Job_x0020_Scope_x","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Compliance Asset Id","ComplianceAssetId","text","","","","","","False","True","False","False","ComplianceAssetId","","","","False","","","","","",""
"Order","Content Type","ContentType","other","","","","","","False","False","False","False","ContentType","","","","False","","","","","",""
"Order","Create and Organize Project Information Document Folder","Create_x0020_and_x0020_Organize_","boolean","","","","","","False","False","False","False","Create_x0020_and_x0020_Organize_","Create_x0020_and_x0020_Organize_","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Created","Created","dateTime (dateTime)","","","","","","False","True","False","False","Created","Created","","1","False","","","","","",""
"Order","Define feedback deadlines","Define_x0020_feedback_x0020_dead","boolean","","","","","","False","False","False","False","Define_x0020_feedback_x0020_dead","Define_x0020_feedback_x0020_dead","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Type","DocIcon","other","","","","","","False","True","False","False","DocIcon","","","","False","","","","","",""
"Order","Edit","Edit","other","","","","","","False","True","False","False","Edit","","","","False","","","","","",""
"Order","Modified By","Editor","personOrGroup","","","","","","False","True","False","False","EditorId","EditorId","EditorId","1","False","","","","","",""
"Order","Engineering Required","EngineeringRequired","boolean","","","","","","False","False","False","False","EngineeringRequired","EngineeringRequired","","0.506","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Estimated Delivery Date (Projected)","Estimated_x0020_Delivery_x0020_D","calculated","","","","","=IF(ISBLANK([Order Date]),"""",[Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7))","False","True","False","False","Estimated_x0020_Delivery_x0020_D","Estimated_x0020_Delivery_x0020_D","","0.996","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order","FX Rate","FX_x0020_Rate","calculated","","","","","=IF(ISBLANK([Order Date]),"""",IF(YEAR(([Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7)))>=2029,1.47,IF(YEAR(([Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7)))>=2028,1.43,IF(YEAR(([Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7)))>=2027,1.39,IF(YEAR(([Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7)))>=2026,1.38,IF(YEAR(([Order Date]+90+(IF(ISBLANK([Lead Time]),52,[Lead Time])*7)))>=2025,1.44,1.35))))))","False","True","False","False","FX_x0020_Rate","FX_x0020_Rate","","0.996","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order","Folder Child Count","FolderChildCount","lookup","","FolderChildCount","False","","","False","True","False","False","FolderChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives FolderChildCountId; display value via FieldValuesAsText, or this mirror's FolderChildCount column."
"Order","Follow-up with customer","Follow_x002d_up_x0020_with_x0020","boolean","","","","","","False","False","False","False","Follow_x002d_up_x0020_with_x0020","Follow_x002d_up_x0020_with_x0020","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","ID","ID","other","","","","","","False","True","False","False","ID","","","","False","","","","","",""
"Order","Indexing","Indexing","choice","","","","Y | N","","False","False","False","False","Indexing","Indexing","","0.906","False","","","","","",""
"Order","Ing. Due Date","Ing_x002e__x0020_Due_x0020_Date","calculated","","","","","=[Initial Promised Date]-(7*([Lead Time]+4))","False","True","False","False","Ing_x002e__x0020_Due_x0020_Date","Ing_x002e__x0020_Due_x0020_Date","","1","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order","Initial Promised Date","Initial_x0020_Promised_x0020_Dat","dateTime (dateOnly)","","","","","","False","False","False","False","Initial_x0020_Promised_x0020_Dat","Initial_x0020_Promised_x0020_Dat","","0.977","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order","Item Child Count","ItemChildCount","lookup","","ItemChildCount","False","","","False","True","False","False","ItemChildCountId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ItemChildCountId; display value via FieldValuesAsText, or this mirror's ItemChildCount column."
"Order","LDs","LDs","boolean","","","","","","False","False","False","False","LDs","LDs","","0.166","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Lead Time","Lead_x0020_Time","number","","","","","","False","False","False","False","Lead_x0020_Time","Lead_x0020_Time","","1","False","","","","","",""
"Order","Title","LinkTitle","other","","","","","","False","True","False","False","LinkTitle","","","","False","","","","","",""
"Order","Title","LinkTitleNoMenu","other","","","","","","False","True","False","False","LinkTitleNoMenu","","","","False","","","","","",""
"Order","Model","Model","lookup","Models","ModelName","False","","","False","False","False","False","ModelId","ModelId","ModelId","0.989","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ModelId; display value via FieldValuesAsText, or this mirror's Model column."
"Order","Model Revision","ModelRevision","lookup","Model Revisions","ModelID","False","","","False","False","False","False","ModelRevisionId","ModelRevisionId","ModelRevisionId","0.987","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives ModelRevisionId; display value via FieldValuesAsText, or this mirror's ModelRevision column."
"Order","Model_ID_TextField","Model_ID_TextField","text","","","","","","False","False","False","False","Model_ID_TextField","Model_ID_TextField","","0.896","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order","Model_Revision_ID_TextField","Model_Revision_ID_TextField","text","","","","","","False","False","False","False","Model_Revision_ID_TextField","Model_Revision_ID_TextField","","0.896","False","","","","","","Mirror of a lookup; only as current as its last sync (x16). Never derive a fix from it."
"Order","Model:kVA and kV","Model_x003A_kVA_x0020_and_x0020_","lookup","Models","kVA_x0020_and_x0020_kV","False","","","False","True","False","False","Model_x003A_kVA_x0020_and_x0020_Id","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives Model_x003A_kVA_x0020_and_x0020_Id; display value via FieldValuesAsText, or this mirror's Model_x003A_kVA_x0020_and_x0020_ column."
"Order","Modified","Modified","dateTime (dateTime)","","","","","","False","True","False","False","Modified","Modified","","1","False","","","","","",""
"Order","New model to be created","New_x0020_model_x0020_to_x0020_b","choice","","","","Yes | No","","False","False","False","False","New_x0020_model_x0020_to_x0020_b","New_x0020_model_x0020_to_x0020_b","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order","Note","Note","text","","","","","","False","False","False","False","Note","Note","","0.057","False","","","","","",""
"Order","Order Status","OrderStatus","choice","","","","Active | Cancelled","","False","False","False","False","OrderStatus","OrderStatus","","0.8","False","","","","","",""
"Order","Order Date","Order_x0020_Date","dateTime (dateOnly)","","","","","","False","False","False","False","Order_x0020_Date","Order_x0020_Date","","0.996","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order","Order Entry Status","Order_x0020_Entry_x0020_Status","choice","","","","In Progress | Done","","False","False","False","False","Order_x0020_Entry_x0020_Status","Order_x0020_Entry_x0020_Status","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order","Order Folder","Order_x0020_Folder","other","","","","","","False","False","False","False","Order_x0020_Folder","Order_x0020_Folder","","0.27","False","","","","","",""
"Order","Order Number","Order_x0020_Number1","text","","","","","","False","False","False","False","Order_x0020_Number1","Order_x0020_Number1","","1","True","","","","","","Identifies a row: 100% filled and unique (the list's own key is always Id)."
"Order","Order Step","Order_x0020_Step","choice","","","","Order Creation | Engineering Preliminary Review | Electrical Design | Planning Schedule | P.O. (Preliminary) | P.O. (Update) | Thermal Constraints | Elec. Design Validation | Mechanical Design 1 | Customer Drawings | Mechanical Design 2 | Update Delivery Date | P.O. Final | Production","","False","False","False","False","Order_x0020_Step","Order_x0020_Step","","0.27","False","","","","","",""
"Order","Order Type","Order_x0020_Type1","choice","","","","Standard | Warranty | Repair | ETS | Parts | R&D","","False","False","False","False","Order_x0020_Type1","Order_x0020_Type1","","0.998","False","","","","","",""
"Order","PO","PO","text","","","","","","False","False","False","False","PO","PO","","0.943","False","","","","","",""
"Order","Price","Price","currency","","","","","","False","False","False","False","Price","Price","","0.96","False","","","","","",""
"Order","Price CAD","Price_x0020_CAD","calculated","","","","","=IF(OR(ISBLANK([Order Date]),ISBLANK(Price)),"""",IF(OR([Province/State]=""AB"",[Province/State]=""BC"",[Province/State]=""MB"",[Province/State]=""NB"",[Province/State]=""NL"",[Province/State]=""NT"",[Province/State]=""NS"",[Province/State]=""NU"",[Province/State]=""ON"",[Province/State]=""PE"",[Province/State]=""QC"",[Province/State]=""SK"",[Province/State]=""YT""),Price,Price*[FX Rate]))","False","True","False","False","Price_x0020_CAD","Price_x0020_CAD","","0.957","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order","Price USD","Price_x0020_USD","calculated","","","","","=IF(OR(ISBLANK([Order Date]),ISBLANK(Price)),"""",IF(OR([Province/State]=""AB"",[Province/State]=""BC"",[Province/State]=""MB"",[Province/State]=""NB"",[Province/State]=""NL"",[Province/State]=""NT"",[Province/State]=""NS"",[Province/State]=""NU"",[Province/State]=""ON"",[Province/State]=""PE"",[Province/State]=""QC"",[Province/State]=""SK"",[Province/State]=""YT""),Price/[FX Rate],Price))","False","True","False","False","Price_x0020_USD","Price_x0020_USD","","0.957","False","","","","","","Calculated: reads BLANK in CSV exports."
"Order","Province/State","Province_x002F_State","text","","","","","","False","False","False","False","Province_x002F_State","Province_x002F_State","","0.932","False","","","","","",""
"Order","Qty","Qty","number","","","","","","False","False","False","False","Qty","Qty","","1","False","","","","","",""
"Order","Receive CRM Sales Order","Receive_x0020_CRM_x0020_Sales_x0","boolean","","","","","","False","False","False","False","Receive_x0020_CRM_x0020_Sales_x0","Receive_x0020_CRM_x0020_Sales_x0","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Reference Design Available","Reference_x0020_Design_x0020_Ava","choice","","","","Yes | No","","False","False","False","False","Reference_x0020_Design_x0020_Ava","Reference_x0020_Design_x0020_Ava","","0.004","False","","","","","",""
"Order","Review If There is a Previous OCL","Review_x0020_If_x0020_There_x002","boolean","","","","","","False","False","False","False","Review_x0020_If_x0020_There_x002","Review_x0020_If_x0020_There_x002","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Review Project Folder Information","Review_x0020_Project_x0020_Folde","boolean","","","","","","False","False","False","False","Review_x0020_Project_x0020_Folde","Review_x0020_Project_x0020_Folde","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Review or create model","Review_x0020_or_x0020_create_x00","boolean","","","","","","False","False","False","False","Review_x0020_or_x0020_create_x00","Review_x0020_or_x0020_create_x00","","0.002","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","SA","SA","boolean","","","","","","False","False","False","False","SA","SA","","0.411","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Sales Notes","SalesNotes","text","","","","","","False","False","False","False","SalesNotes","SalesNotes","","0","False","","","","","","EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order","Send Engineering Q&A or customer clarification to customer","Send_x0020_Engineering_x0020_Q_x","boolean","","","","","","False","False","False","False","Send_x0020_Engineering_x0020_Q_x","Send_x0020_Engineering_x0020_Q_x","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Send Q&A or customer clarification to Engineering","Send_x0020_Q_x0026_A_x0020_or_x0","boolean","","","","","","False","False","False","False","Send_x0020_Q_x0026_A_x0020_or_x0","Send_x0020_Q_x0026_A_x0020_or_x0","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Send approval drawings to the customer","Send_x0020_approval_x0020_drawin","boolean","","","","","","False","False","False","False","Send_x0020_approval_x0020_drawin","Send_x0020_approval_x0020_drawin","","0.004","False","","","","","","Yes/No: never-set = NULL over REST; a CSV export prints NULL as False (E6)."
"Order","Task Status","TaskStatus","choice","","","","Not Started | In Progress | Completed | Deferred | Waiting on someone else","","False","False","False","False","TaskStatus","TaskStatus","","0.004","False","","","","","",""
"Order","Title","Title","text","","","","","","False","False","False","False","Title","Title","","0.006","False","","","","","",""
"Order","WET-WETP","WET_x002d_WETP","choice","","","","WET | WETP","","False","False","False","False","WET_x002d_WETP","WET_x002d_WETP","","0.919","False","","","","","",""
"Order","Color Tag","_ColorTag","text","","","","","","False","True","False","False","_ColorTag","","","","False","","","","","",""
"Order","Label setting","_ComplianceFlags","lookup","","ComplianceFlags","False","","","False","True","False","False","_ComplianceFlagsId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceFlagsId; display value via FieldValuesAsText, or this mirror's _ComplianceFlags column."
"Order","Retention label","_ComplianceTag","lookup","","ComplianceTag","False","","","False","True","False","False","_ComplianceTagId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagId; display value via FieldValuesAsText, or this mirror's _ComplianceTag column."
"Order","Label applied by","_ComplianceTagUserId","lookup","","ComplianceTagUserId","False","","","False","True","False","False","_ComplianceTagUserIdId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagUserIdId; display value via FieldValuesAsText, or this mirror's _ComplianceTagUserId column."
"Order","Retention label Applied","_ComplianceTagWrittenTime","lookup","","ComplianceTagWrittenTime","False","","","False","True","False","False","_ComplianceTagWrittenTimeId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives _ComplianceTagWrittenTimeId; display value via FieldValuesAsText, or this mirror's _ComplianceTagWrittenTime column."
"Order","Item is a Record","_IsRecord","other","","","","","","False","True","False","False","_IsRecord","","","","False","","","","","",""
"Order","Version","_UIVersionString","text","","","","","","False","True","False","False","_UIVersionString","","","","False","","","","","",""
"Order Items","App Created By","AppAuthor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppAuthorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppAuthorId; display value via FieldValuesAsText, or this mirror's AppAuthor column."
"Order Items","App Modified By","AppEditor","lookup","AppPrincipals","Title","False","","","False","True","False","False","AppEditorId","","","","False","","","","","","Absent from CSV exports and from a plain REST item read. REST gives AppEditorId; display value via FieldValuesAsText, or this mirror's AppEditor column."
"Order Items","Assembly End Date","AssemblyDate","dateTime (dateOnly)","","","","","","False","False","False","False","AssemblyDate","AssemblyDate","","0.122","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7)."
"Order Items","Assembly Start Date","AssemblyStartDate","dateTime (dateOnly)","","","","","","False","False","False","False","AssemblyStartDate","AssemblyStartDate","","0","False","","","","","","Date-only: write a BARE yyyy-mm-dd. Stored as Eastern midnight, reads back ...T04:00Z/T05:00Z. A ...T00:00:00Z value is UTC midnight = the PREVIOUS day on this site (E7). EMPTY on every row (fillRate 0) - never look rows up by this column."
"Order Items","Assembly Status","AssemblyStatus","choice","","","","Pending | In Progress | Completed | N/A","","False","False","False","False","AssemblyStatus","AssemblyStatus","","0.078","False","","","","","",""
